sepal_length,sepal_width,petal_length,petal_width,species,Emb_dim1,Emb_dim2
5.0,3.5,1.3,0.3,setosa,0.17489642279827122,-2.076202398979327e-15
4.5,2.3,1.3,0.3,setosa,0.07898548126373664,-4.406061034464155e-16
4.4,3.2,1.3,0.2,setosa,0.18053824288854048,-8.881784197001252e-16
5.0,3.5,1.6,0.6,setosa,0.11283640180533655,-1.3604479690734716e-15
5.1,3.8,1.9,0.4,setosa,0.11847822189560307,-1.7537977128744453e-15
4.8,3.0,1.4,0.3,setosa,0.15797096252747345,-8.308148362110449e-16
5.1,3.8,1.6,0.2,setosa,0.15797096252747075,-2.388592654106754e-15
4.6,3.2,1.4,0.2,setosa,0.20310552324960762,-1.059812409611548e-15
5.3,3.7,1.5,0.2,setosa,0.18618006297880493,-2.593104665807687e-15
5.0,3.3,1.4,0.2,setosa,0.2200309835204072,-1.4707836392670894e-15
7.0,3.2,4.7,1.4,versicolor,0.2933346472709154,-0.178016726110275
6.4,3.2,4.5,1.5,versicolor,0.3315956882192958,-0.23587411416477772
6.9,3.1,4.9,1.5,versicolor,0.34434936853542236,-0.08323699821910024
5.5,2.3,4.0,1.3,versicolor,0.34434936853542314,-0.45562509401846424
6.5,2.8,4.6,1.5,versicolor,0.42087145043218316,-0.2777061307417871
5.7,2.8,4.5,1.3,versicolor,0.42087145043218355,-0.3588510190580021
6.3,3.3,4.7,1.6,versicolor,0.26782728663866223,-0.11554298460346765
4.9,2.4,3.3,1.0,versicolor,0.2550736063225358,-0.36299792910761064
6.6,2.9,4.6,1.3,versicolor,0.40811777011605643,-0.3258183958559854
5.2,2.7,3.9,1.4,versicolor,0.4081177701160578,-0.549504459992647
5.0,2.0,3.5,1.0,versicolor,0.2678272866386623,-0.37992872470446987
5.9,3.0,4.2,1.5,versicolor,0.36985672916767676,-0.37259473028875556
6.0,2.2,4.0,1.0,versicolor,0.3060883275870427,-0.41528047967687776
6.1,2.9,4.7,1.4,versicolor,0.38261040948380276,-0.24581084406227896
5.6,2.9,3.6,1.3,versicolor,0.25507360632253606,-0.34749053042448097
6.7,3.1,4.4,1.4,versicolor,0.42087145043218344,-0.3552364056830951
5.6,3.0,4.5,1.5,versicolor,0.48463985201281695,-0.3702338750337463
5.8,2.7,4.1,1.0,versicolor,0.42087145043218444,-0.5428993580634697
6.2,2.2,4.5,1.5,versicolor,0.22956624569028172,-0.1515370025351254
5.6,2.5,3.9,1.1,versicolor,0.3953640897999305,-0.5391560366905757
5.9,3.2,4.8,1.8,versicolor,0.30608832758704224,-0.027131080065346782
6.1,2.8,4.0,1.3,versicolor,0.3953640897999309,-0.5057168812165003
6.3,2.5,4.9,1.5,versicolor,0.31884200790316847,-0.037693882876492196
6.1,2.8,4.7,1.2,versicolor,0.29333464727091557,-0.22212677428276825
6.4,2.9,4.3,1.3,versicolor,0.40811777011605727,-0.4116691398219505
6.6,3.0,4.4,1.4,versicolor,0.43362513074830994,-0.37458829469701155
6.8,2.8,4.8,1.4,versicolor,0.3571030488515488,-0.1683071408404522
6.7,3.0,5.0,1.7,versicolor,0.3826104094838024,0.0778625063928526
6.0,2.9,4.5,1.5,versicolor,0.4591324913805637,-0.36886212552978054
5.7,2.6,3.5,1.0,versicolor,0.2933346472709165,-0.4151898632563578
5.5,2.4,3.8,1.1,versicolor,0.36985672916767687,-0.5184847863048736
5.5,2.4,3.7,1.0,versicolor,0.3443493685354235,-0.48388770796541947
5.8,2.7,3.9,1.2,versicolor,0.42087145043218427,-0.568676748675979
6.0,2.7,5.1,1.6,versicolor,0.3698567291676755,0.0771932466609406
5.4,3.0,4.5,1.5,versicolor,0.484639852012817,-0.3575548883892706
6.0,3.4,4.5,1.6,versicolor,0.22956624569028178,-0.13355092445979938
6.7,3.1,4.7,1.5,versicolor,0.42087145043218316,-0.23823136916322762
6.3,2.3,4.4,1.3,versicolor,0.2550736063225355,-0.25269351694556674
5.6,3.0,4.1,1.3,versicolor,0.34434936853542353,-0.4135881817240757
5.5,2.5,4.0,1.3,versicolor,0.44637881106443733,-0.5907236675114053
5.5,2.6,4.4,1.2,versicolor,0.3443493685354232,-0.37397814835999
6.1,3.0,4.6,1.4,versicolor,0.39536408979992965,-0.2802860883721256
5.8,2.6,4.0,1.2,versicolor,0.44637881106443783,-0.5954877452838838
5.0,2.3,3.3,1.0,versicolor,0.25507360632253584,-0.3629979291076105
5.6,2.7,4.2,1.3,versicolor,0.44637881106443766,-0.5278619010397028
5.7,3.0,4.2,1.2,versicolor,0.3443493685354237,-0.3820898921464453
5.7,2.9,4.2,1.3,versicolor,0.3953640897999308,-0.44137502971146786
6.2,2.9,4.3,1.3,versicolor,0.40811777011605704,-0.41166913982195075
5.1,2.5,3.0,1.1,versicolor,0.22956624569028244,-0.3263001009248383
5.7,2.8,4.1,1.3,versicolor,0.4081177701160575,-0.5017059195772742
6.3,3.3,6.0,2.5,virginica,0.33159568821929536,0.4626691534462418
5.8,2.7,5.1,1.9,virginica,0.42087145043218316,0.15718199117216794
7.1,3.0,5.9,2.1,virginica,0.497393532328943,0.6746226677162102
6.3,2.9,5.6,1.8,virginica,0.35710304885154864,0.4287364754394251
6.5,3.0,5.8,2.2,virginica,0.5101472126450698,0.6876545675678863
7.6,3.0,6.6,2.1,virginica,0.2678272866386618,0.38222423084415114
4.9,2.5,4.5,1.7,virginica,0.24231992600640875,-0.1338331866928213
7.3,2.9,6.3,1.8,virginica,0.31884200790316825,0.43878537737501605
6.7,2.5,5.8,1.8,virginica,0.280580966954788,0.35028518954968146
7.2,3.6,6.1,2.5,virginica,0.2805809669547883,0.3955668622877652
6.5,3.2,5.1,2.0,virginica,0.3698567291676767,0.26591474414009514
6.4,2.7,5.3,1.9,virginica,0.42087145043218266,0.2903527983271572
6.8,3.0,5.5,2.1,virginica,0.5101472126450697,0.6192194334319056
5.7,2.5,5.0,2.0,virginica,0.29333464727091535,0.10314747401018204
5.8,2.8,5.1,2.4,virginica,0.24231992600640834,0.2027809513046732
6.4,3.2,5.3,2.3,virginica,0.34434936853542175,0.4037936029487598
6.5,3.0,5.5,1.8,virginica,0.3826104094838022,0.44175475633947836
7.7,3.8,6.7,2.2,virginica,0.24231992600640798,0.34599645138918717
7.7,2.6,6.9,2.3,virginica,0.2040588850580277,0.2874328219006374
6.0,2.2,5.0,1.5,virginica,0.22956624569028128,0.0011922718462781118
6.9,3.2,5.7,2.3,virginica,0.4336251307483093,0.5858653052066152
5.6,2.8,4.9,2.0,virginica,0.3953640897999295,0.16649575692131072
7.7,2.8,6.7,2.0,virginica,0.24231992600640798,0.34239044412321135
6.3,2.7,4.9,1.8,virginica,0.3826104094838028,0.08455323958263557
6.7,3.3,5.7,2.1,virginica,0.44637881106443617,0.595449570023925
7.2,3.2,6.0,1.8,virginica,0.39536408979992904,0.5369900406707431
6.2,2.8,4.8,1.8,virginica,0.3953640897999294,0.043533827211812946
6.1,3.0,4.9,1.8,virginica,0.40811777011605654,0.09706010190967611
6.4,2.8,5.6,2.1,virginica,0.4208714504321825,0.5069566009497216
7.2,3.0,5.8,1.6,virginica,0.29333464727091485,0.37112694898952664
7.4,2.8,6.1,1.9,virginica,0.3188420079031683,0.42940217990472795
7.9,3.8,6.4,2.0,virginica,0.22956624569028156,0.32681822984093123
6.4,2.8,5.6,2.2,virginica,0.43362513074830955,0.5300735897589436
6.3,2.8,5.1,1.5,virginica,0.33159568821929564,0.04168672778830115
6.1,2.6,5.6,1.4,virginica,0.21681256537415428,0.1819827274902149
7.7,3.0,6.1,2.3,virginica,0.36985672916767537,0.5180221977761615
6.3,3.4,5.6,2.4,virginica,0.31884200790316863,0.43042068199349565
6.4,3.1,5.5,1.8,virginica,0.3443493685354223,0.38938766519097784
6.0,3.0,4.8,1.8,virginica,0.38261040948380276,0.004092047464490838
6.9,3.1,5.4,2.1,virginica,0.43362513074830905,0.5089347005638232
6.7,3.1,5.6,2.4,virginica,0.40811777011605577,0.5313906120886869
6.9,3.1,5.1,2.3,virginica,0.26782728663866173,0.23789484574069966
5.8,2.7,5.1,1.9,virginica,0.4081177701160559,0.1441014406402985
6.8,3.2,5.9,2.3,virginica,0.42087145043218255,0.5845992274265552
6.7,3.3,5.7,2.5,virginica,0.3443493685354221,0.4706745196635505
6.7,3.0,5.2,2.3,virginica,0.3315956882192957,0.3448848918775481
6.3,2.5,5.0,1.9,virginica,0.33159568821929564,0.06450387364447185
6.5,3.0,5.2,2.0,virginica,0.446378811064437,0.35470468526647125
6.2,3.4,5.4,2.3,virginica,0.34434936853542175,0.4232421819783498
5.9,3.0,5.1,1.8,virginica,0.43362513074830994,0.1479974580208961
