sepal_length,sepal_width,petal_length,petal_width,species,Emb_dim1,Emb_dim2
5.6,3.0,4.5,1.5,versicolor,-0.47364035343566907,-0.6420274726116073
5.8,2.7,4.1,1.0,versicolor,-0.4501681131457731,0.04868557912381606
6.2,2.2,4.5,1.5,versicolor,-1.1393763636508782,-0.14757587129585778
5.6,2.5,3.9,1.1,versicolor,-0.48485641568230686,0.24520198294393122
5.9,3.2,4.8,1.8,versicolor,-0.5323458042032589,-1.0994618896284925
6.1,2.8,4.0,1.3,versicolor,-0.30662038894333526,-0.09733041198630896
6.3,2.5,4.9,1.5,versicolor,-1.137281242690124,-0.5979825219423711
6.1,2.8,4.7,1.2,versicolor,-0.7937960396482295,-0.47385231119640475
6.4,2.9,4.3,1.3,versicolor,-0.4132437675882191,-0.35968320534610004
6.6,3.0,4.4,1.4,versicolor,-0.4049784454054087,-0.5293277432250533
6.8,2.8,4.8,1.4,versicolor,-0.8338702011498851,-0.6581099297751348
6.7,3.0,5.0,1.7,versicolor,-0.8120686809504253,-1.0609538027727217
6.0,2.9,4.5,1.5,versicolor,-0.5501113640968747,-0.5854337218059774
5.7,2.6,3.5,1.0,versicolor,-0.15395370560729363,0.5024073072216722
5.5,2.4,3.8,1.1,versicolor,-0.5075070085938471,0.3738509474667989
5.5,2.4,3.7,1.0,versicolor,-0.4408106258634562,0.4861450670516964
5.8,2.7,3.9,1.2,versicolor,-0.32367679296835905,0.07880685796958285
6.0,2.7,5.1,1.6,versicolor,-1.1224294602276932,-0.8880430323880503
5.4,3.0,4.5,1.5,versicolor,-0.4736418800280195,-0.6420263317505643
6.0,3.4,4.5,1.6,versicolor,-0.17610619785097448,-0.9128505877031609
6.7,3.1,4.7,1.5,versicolor,-0.5208600552573691,-0.8299686405210779
6.3,2.3,4.4,1.3,versicolor,-0.949801409026971,-0.07280233906279647
5.6,3.0,4.1,1.3,versicolor,-0.2091096931764562,-0.28434111044369864
5.5,2.5,4.0,1.3,versicolor,-0.5731635081077926,0.0983302161994383
5.5,2.6,4.4,1.2,versicolor,-0.7199350138397492,-0.19408662260939788
6.1,3.0,4.6,1.4,versicolor,-0.5298856780779548,-0.6619729052759926
5.8,2.6,4.0,1.2,versicolor,-0.4731124565302897,0.07399055765983371
5.0,2.3,3.3,1.0,versicolor,-0.29694590817203065,0.8345575561162086
5.6,2.7,4.2,1.3,versicolor,-0.5130096331646495,-0.17240763911982857
5.7,3.0,4.2,1.2,versicolor,-0.24749206977646193,-0.3173718956954465
5.7,2.9,4.2,1.3,versicolor,-0.35158624969038915,-0.2926420732732569
6.2,2.9,4.3,1.3,versicolor,-0.4132375956696497,-0.3596876245689307
5.1,2.5,3.0,1.1,versicolor,0.06677306250798518,0.8684191578355107
5.7,2.8,4.1,1.3,versicolor,-0.3708483346989703,-0.1645279685720332
6.3,3.3,6.0,2.5,virginica,-1.3081120126738996,-2.259153505498872
5.8,2.7,5.1,1.9,virginica,-1.1178891764572008,-1.0574212991485872
7.1,3.0,5.9,2.1,virginica,-1.4720234456557049,-1.808644977284379
6.3,2.9,5.6,1.8,virginica,-1.3694600315697165,-1.3890973148822519
6.5,3.0,5.8,2.2,virginica,-1.3688436237786927,-1.818934199773266
7.6,3.0,6.6,2.1,virginica,-2.0729264125550806,-2.160372338909034
4.9,2.5,4.5,1.7,virginica,-0.9668271696658931,-0.3841725632896539
7.3,2.9,6.3,1.8,virginica,-1.957280007614091,-1.76528871845152
6.7,2.5,5.8,1.8,virginica,-1.777877937310307,-1.2899706880167972
7.2,3.6,6.1,2.5,virginica,-1.178498011259094,-2.4839870561023125
6.5,3.2,5.1,2.0,virginica,-0.7458726069992747,-1.3845962719444305
6.4,2.7,5.3,1.9,virginica,-1.248560962547824,-1.1778266631178074
6.8,3.0,5.5,2.1,virginica,-1.153719304150737,-1.5858280102300657
5.7,2.5,5.0,2.0,virginica,-1.292156642933672,-0.8716298863249241
5.8,2.8,5.1,2.4,virginica,-0.7199802731497635,-1.6151938275346702
6.4,3.2,5.3,2.3,virginica,-0.8378941721555588,-1.7061634577433773
6.5,3.0,5.5,1.8,virginica,-1.225953647039775,-1.3876520212053385
7.7,3.8,6.7,2.2,virginica,-1.7070910152955094,-2.7627757243176716
7.7,2.6,6.9,2.3,virginica,-2.5402259555664557,-2.1982424365621216
6.0,2.2,5.0,1.5,virginica,-1.4382454291067304,-0.48368530242514995
6.9,3.2,5.7,2.3,virginica,-1.1577350177768264,-1.9224677989614138
5.6,2.8,4.9,2.0,virginica,-0.9165723720827731,-1.0516968678673537
7.7,2.8,6.7,2.0,virginica,-2.2127365332339446,-2.131632334840431
6.3,2.7,4.9,1.8,virginica,-0.987114994066218,-0.8764079960337555
6.7,3.3,5.7,2.1,virginica,-1.1395261914140644,-1.848026800243829
7.2,3.2,6.0,1.8,virginica,-1.6081374904706875,-1.7299649280690763
6.2,2.8,4.8,1.8,virginica,-0.8509185894271338,-0.8699418448841749
6.1,3.0,4.9,1.8,virginica,-0.7508909472967208,-1.051276934442755
6.4,2.8,5.6,2.1,virginica,-1.3626985845640696,-1.5420957602478123
7.2,3.0,5.8,1.6,virginica,-1.5933312973651732,-1.3818325586841012
7.4,2.8,6.1,1.9,virginica,-1.8076390428232978,-1.6787260526430623
7.9,3.8,6.4,2.0,virginica,-1.1226105860378965,-2.6723193080233645
6.4,2.8,5.6,2.2,virginica,-1.3467795498741462,-1.611028270563619
6.3,2.8,5.1,1.5,virginica,-1.0726490591771307,-0.8729491511886388
6.1,2.6,5.6,1.4,virginica,-1.6579688363680796,-0.9688177299084823
7.7,3.0,6.1,2.3,virginica,-1.5940591858356263,-2.0445640443602175
6.3,3.4,5.6,2.4,virginica,-0.9263558333170322,-2.0330931767389484
6.4,3.1,5.5,1.8,virginica,-1.1686957300136633,-1.4382029531439438
6.0,3.0,4.8,1.8,virginica,-0.6902922702008638,-0.9880891491475763
6.9,3.1,5.4,2.1,virginica,-1.0251957562905178,-1.5717260319914441
6.7,3.1,5.6,2.4,virginica,-1.0902786863607572,-1.9036233223827193
6.9,3.1,5.1,2.3,virginica,-0.7198786224311812,-1.5645866136289217
5.8,2.7,5.1,1.9,virginica,-1.117785503084866,-1.0575030395733174
6.8,3.2,5.9,2.3,virginica,-1.3198164299817816,-2.0302858726706
6.7,3.3,5.7,2.5,virginica,-1.0452514698335476,-2.107406086959652
6.7,3.0,5.2,2.3,virginica,-0.8507941936483802,-1.5808445262900392
6.3,2.5,5.0,1.9,virginica,-1.2578646029645881,-0.8380458505164682
6.5,3.0,5.2,2.0,virginica,-0.9497902511997867,-1.3461220546321897
6.2,3.4,5.4,2.3,virginica,-0.7883226633351547,-1.8586190663674071
5.9,3.0,5.1,1.8,virginica,-0.8876134569962383,-1.1732113505933857
